survey_id,kp,study_type,variable,var_raw,val_raw,val_label_raw,val_recode,notes,Questions,varcode,Column1
NAM2019BBS_MSM,MSM,rds,cdm_2ndlastpart,p2_tcon,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,sex_2ndlastpartner,p2_fm,1,female,1,,sex of 2nd last partner,,
NAM2019BBS_MSM,MSM,rds,sex_2ndlastpartner,p2_fm,2,male,0,,,,
NAM2019BBS_MSM,MSM,rds,sex_2ndlastpartner,p2_fm,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_2ndlastpart_6mnth,p2_misx1,998,don't know,NA,,how many times insertive sex with 2nd last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,insertive_2ndlastpart_6mnth,p2_misx1,999,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,receptive_2ndlastpart_6mnth,p2_mrsx1,997,,NA,,how many times receptive sex with 2nd last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_2ndlastpart_6mnth,p2_mrsx1,999,,NA,,,,
NAM2019BBS_MSM,MSM,rds,lastpart_circ,p1_circ,0,No,0,,"to your knowledge, was your last partner circumcised",,
NAM2019BBS_MSM,MSM,rds,lastpart_circ,p1_circ,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,lastpart_circ,p1_circ,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,lastpart_circ,p1_circ,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,age_2ndlastpartner,p2_age,999,,NA,,age of the secondlast partner,,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_circ,p2_circ,0,No,0,,"to your knowledge, was your last partner circumcised",,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_circ,p2_circ,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_circ,p2_circ,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_circ,p2_circ,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_oral,p2_oral,0,No,0,,,,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_oral,p2_oral,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,2ndlastpart_oral,p2_oral,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,lastpart_oral,p1_oral,0,No,0,,,,
NAM2019BBS_MSM,MSM,rds,lastpart_oral,p1_oral,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,lastpart_oral,p1_oral,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,age_3rdlastpartner,p3_age,999,NA,NA,,age of the thirdlast partner,,
NAM2019BBS_MSM,MSM,rds,sex_3rdlastpartner,p3_fm,1,female,1,,sex of 3rd last partner,,
NAM2019BBS_MSM,MSM,rds,sex_3rdlastpartner,p3_fm,2,male,0,,,,
NAM2019BBS_MSM,MSM,rds,sex_3rdlastpartner,p3_fm,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,cdm_3rdlastpart,p3_tcon,1,Yes,1,,cdm use last sex with 3rd last partner,,
NAM2019BBS_MSM,MSM,rds,cdm_3rdlastpart,p3_tcon,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_3rdlastpart,p3_esex2,0,No,0,,were you paid/gifts given by 3rd last partner for sex?,,
NAM2019BBS_MSM,MSM,rds,paid_by_3rdlastpart,p3_esex2,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_3rdlastpart,p3_esex2,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_3rdlastpartner,p3_esex1,0,No,0,,did you pay/give gifts 3rd last partner for sex,,
NAM2019BBS_MSM,MSM,rds,paid_3rdlastpartner,p3_esex1,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,paid_3rdlastpartner,p3_esex1,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_circ,p3_circ,0,No,0,,"to your knowledge, was your 3rd last partner circumcised",,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_circ,p3_circ,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_circ,p3_circ,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_circ,p3_circ,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_oral,p3_oral,0,No,0,,did you only have oral sex with your 3rd last partner,,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_oral,p3_oral,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,3rdlastpart_oral,p3_oral,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_3rdlastpart_6mnth,p3_misx1,998,don't know,NA,,how many times insertive sex with 3rd last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,insertive_3rdlastpart_6mnth,p3_misx1,997,,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_3rdlastpart_6mnth,p3_misx1,999,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,receptive_3rdlastpart_6mnth,p3_mrsx1,997,,NA,,how many times receptive sex with 3rd last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_3rdlastpart_6mnth,p3_mrsx1,999,,NA,,,,
NAM2019BBS_MSM,MSM,rds,age_4thlastpartner,p4_age,999,NA,NA,,age of the fourth last partner,,
NAM2019BBS_MSM,MSM,rds,sex_4thlastpartner,p4_fm,1,female,1,,sex of 4th last partner,,
NAM2019BBS_MSM,MSM,rds,sex_4thlastpartner,p4_fm,2,male,0,,,,
NAM2019BBS_MSM,MSM,rds,sex_4thlastpartner,p4_fm,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,cdm_4thlastpart,p4_tcon,1,Yes,1,,cdm use last sex with 4th last partner,,
NAM2019BBS_MSM,MSM,rds,cdm_4thlastpart,p4_tcon,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_4thlastpart,p4_esex2,0,No,0,,were you paid/gifts given by 4th last partner for sex?,,
NAM2019BBS_MSM,MSM,rds,paid_by_4thlastpart,p4_esex2,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_4thlastpart,p4_esex2,7,Don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_4thlastpart,p4_esex2,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_4thlastpartner,p4_esex1,0,No,0,,did you pay/give gifts 4th last partner for sex,,
NAM2019BBS_MSM,MSM,rds,paid_4thlastpartner,p4_esex1,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,paid_4thlastpartner,p4_esex1,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_4thlastpartner,p4_esex1,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_circ,p4_circ,0,No,0,,"to your knowledge, was your 4th last partner circumcised",,
NAM2019BBS_MSM,MSM,rds,4thlastpart_circ,p4_circ,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_circ,p4_circ,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_circ,p4_circ,8,refuse to answer,NA,,,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_circ,p4_circ,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_oral,p4_oral,0,No,0,,did you only have oral sex with your 4th last partner,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_oral,p4_oral,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,4thlastpart_oral,p4_oral,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_4thlastpart_6mnth,p4_misx1,997,,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_4thlastpart_6mnth,p4_misx1,998,,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_4thlastpart_6mnth,p4_misx1,999,NA,NA,,how many times insertive sex with 4th last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_4thlastpart_6mnth,p4_mrsx1,997,,NA,,how many times receptive sex with 4th last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_4thlastpart_6mnth,p4_mrsx1,999,,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_lastpart_6mnth,p1_misx1,997,,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_lastpart_6mnth,p1_misx1,998,don't know,NA,,how many times insertive sex with last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,insertive_lastpart_6mnth,p1_misx1,999,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,receptive_lastpart_6mnth,p1_mrsx1,997,,NA,,how many times receptive sex with last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_lastpart_6mnth,p1_mrsx1,998,,NA,,,,
NAM2019BBS_MSM,MSM,rds,receptive_lastpart_6mnth,p1_mrsx1,999,,NA,,,,
NAM2019BBS_MSM,MSM,rds,age_5thlastpartner,p5_age,999,NA,NA,,age of the fifth last partner,,
NAM2019BBS_MSM,MSM,rds,sex_5thlastpartner,p5_fm,1,female,1,,sex of 5th last partner,,
NAM2019BBS_MSM,MSM,rds,sex_5thlastpartner,p5_fm,2,male,0,,,,
NAM2019BBS_MSM,MSM,rds,sex_5thlastpartner,p5_fm,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,cdm_5thlastpart,p5_tcon,1,Yes,1,,cdm use last sex with 5th last partner,,
NAM2019BBS_MSM,MSM,rds,cdm_5thlastpart,p5_tcon,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_5thlastpart,p5_esex2,0,No,0,,were you paid/gifts given by 5th last partner for sex?,,
NAM2019BBS_MSM,MSM,rds,paid_by_5thlastpart,p5_esex2,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_5thlastpart,p5_esex2,7,Don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_by_5thlastpart,p5_esex2,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,paid_5thlastpartner,p5_esex1,0,No,0,,did you pay/give gifts 5th last partner for sex,,
NAM2019BBS_MSM,MSM,rds,paid_5thlastpartner,p5_esex1,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,paid_5thlastpartner,p5_esex1,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,5thlastpart_circ,p5_circ,0,No,0,,"to your knowledge, was your 5th last partner circumcised",,
NAM2019BBS_MSM,MSM,rds,5thlastpart_circ,p5_circ,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,5thlastpart_circ,p5_circ,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,5thlastpart_circ,p5_circ,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,5thlastpart_oral,p5_oral,0,No,0,,did you only have oral sex with your 5th last partner,,
NAM2019BBS_MSM,MSM,rds,5thlastpart_oral,p5_oral,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,5thlastpart_oral,p5_oral,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,insertive_5thlastpart_6mnth,p5_misx1,999,NA,NA,,how many times insertive sex with 5th last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_5thlastpart_6mnth,p5_mrsx1,997,,NA,,,,
NAM2019BBS_MSM,MSM,rds,receptive_5thlastpart_6mnth,p5_mrsx1,998,,NA,,,,
NAM2019BBS_MSM,MSM,rds,receptive_5thlastpart_6mnth,p5_mrsx1,999,,NA,,how many times receptive sex with 5th last partner in past 6mnths? ,,
NAM2019BBS_MSM,MSM,rds,receptive_5thlastpart_6mnth,p5_mrsx1,997,,NA,,,,
NAM2019BBS_MSM,MSM,rds,age_fs_paid,selage,99,,NA,,at what age did you first receive money for sex?,,
NAM2019BBS_MSM,MSM,rds,anal_oral_6mnths,msm1,1,Yes,1,,Have you had anal/oral sex with a man in past 6 mnths,,
NAM2019BBS_MSM,MSM,rds,actually_msm,malechk,1,yes,1,,Hasn't listed any male sexual partners in 5 previous partners. ,,
NAM2019BBS_MSM,MSM,rds,actually_msm,malechk,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_ever,vct1,1,Yes,1,,ever had a hiv test,,
NAM2019BBS_MSM,MSM,rds,hivtest_ever,vct1,2,No,0,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_whenlast,vct2,,,,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_hosp,vct3a,0,No,0,,Last hiv test was at govmnt hospital/ clinic etc.,,
NAM2019BBS_MSM,MSM,rds,hivtest_hosp,vct3a,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_hosp,vct3a,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_hosp,vct3a,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_hosp,vct3a,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_priv,vct3b,0,No,0,,Last hiv test was at private facility,,
NAM2019BBS_MSM,MSM,rds,hivtest_priv,vct3b,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_priv,vct3b,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_priv,vct3b,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_priv,vct3b,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_mob,vct3c,0,No,0,,last hiv test was at a mobile clinic,,
NAM2019BBS_MSM,MSM,rds,hivtest_mob,vct3c,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_mob,vct3c,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_mob,vct3c,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_mob,vct3c,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_sch,vct3d,0,No,0,,got hiv test at school,,
NAM2019BBS_MSM,MSM,rds,hivtest_sch,vct3d,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_sch,vct3d,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_sch,vct3d,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_sch,vct3d,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_work,vct3e,0,No,0,,got hiv test at work,,
NAM2019BBS_MSM,MSM,rds,hivtest_work,vct3e,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_work,vct3e,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_work,vct3e,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_work,vct3e,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_ngo,vct3f,0,No,0,,got hiv test at NGO,,
NAM2019BBS_MSM,MSM,rds,hivtest_ngo,vct3f,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_ngo,vct3f,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_ngo,vct3f,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_ngo,vct3f,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_other,vct3g,0,No,0,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_other,vct3g,1,Yes,1,,got test some where else,,
NAM2019BBS_MSM,MSM,rds,hivtest_other,vct3g,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_other,vct3g,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_other,vct3g,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_interest,vctreaa,0,No,0,,hiv tested because wanted to know status,,
NAM2019BBS_MSM,MSM,rds,whytest_interest,vctreaa,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_interest,vctreaa,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_interest,vctreaa,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_partner,vctreab,0,No,0,,hiv tested because partner wanted,,
NAM2019BBS_MSM,MSM,rds,whytest_partner,vctreab,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_partner,vctreab,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_partner,vctreab,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_marry,vctreac,0,No,0,,tested because wanted to get married,,
NAM2019BBS_MSM,MSM,rds,whytest_marry,vctreac,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_marry,vctreac,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_marry,vctreac,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_loan,vctread,0,No,0,,tested because needed a loan/insurance,,
NAM2019BBS_MSM,MSM,rds,whytest_loan,vctread,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_loan,vctread,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_emp,vctreae,0,No,0,,tested because employer requested the test,,
NAM2019BBS_MSM,MSM,rds,whytest_emp,vctreae,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_emp,vctreae,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_emp,vctreae,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_sick,vctreaf,0,No,0,,tested because felt sick,,
NAM2019BBS_MSM,MSM,rds,whytest_sick,vctreaf,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_sick,vctreaf,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_sick,vctreaf,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_doc,vctreag,0,No,0,,tested because advised by a health worker,,
NAM2019BBS_MSM,MSM,rds,whytest_doc,vctreag,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_doc,vctreag,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_doc,vctreag,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_peered,vctreah,0,No,0,,tested because advised by a peer educator,,
NAM2019BBS_MSM,MSM,rds,whytest_peered,vctreah,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_peered,vctreah,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_peered,vctreah,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_newpart,vctreai,0,No,0,,,,
NAM2019BBS_MSM,MSM,rds,whytest_newpart,vctreai,1,Yes,1,,tested because wanted to start sexual relations with partner,,
NAM2019BBS_MSM,MSM,rds,whytest_newpart,vctreai,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_newpart,vctreai,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_other,vctreaj,0,No,0,,tested for another reason,,
NAM2019BBS_MSM,MSM,rds,whytest_other,vctreaj,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,whytest_other,vctreaj,8,refuse,NA,,,,
NAM2019BBS_MSM,MSM,rds,whytest_other,vctreaj,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_freq,vct4b,1,at least once every 6 mnths,1,,"if tested more than once, how frequently do you test",,
NAM2019BBS_MSM,MSM,rds,hivtest_freq,vct4b,2,at least once a year,2,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_freq,vct4b,3,less frequently than once per year,3,,,,
NAM2019BBS_MSM,MSM,rds,hivtest_freq,vct4b,9,,NA,,,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,1,positive,1,,what was the result of your most recent HIV test,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,2,negative,0,,,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,3,indeterminate,NA,,,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,4,didn't get results,NA,,,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,8,refuse to answer,NA,,,,
NAM2019BBS_MSM,MSM,rds,known_hiv,vct5,9,,NA,,,,
NAM2019BBS_MSM,MSM,rds,hiv_whendiag,vct6a,,,,,date of first positive hiv test,,
NAM2019BBS_MSM,MSM,rds,test_pre_seroconversion,vct6b,,,,,date of last negative hiv test (if pos),,
NAM2019BBS_MSM,MSM,rds,cd4_selfreport,pos12,1,Less than 200 cells,1_199,,what was your last cd4,,
NAM2019BBS_MSM,MSM,rds,cd4_selfreport,pos12,2,200-350 cells/ml,200_350,,,,
NAM2019BBS_MSM,MSM,rds,cd4_selfreport,pos12,3,351-500 cells/ml,351_500,,,,
NAM2019BBS_MSM,MSM,rds,cd4_selfreport,pos12,4,more than 500 cells/ml,500_1500,,,,
NAM2019BBS_MSM,MSM,rds,cd4_selfreport,pos12,7,dk ,NA,,,,
NAM2019BBS_MSM,MSM,rds,cd4_selfreport,pos12,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,cd4_ever,pos10,0,no,0,,have you ever had a cd4 test,,
NAM2019BBS_MSM,MSM,rds,cd4_ever,pos10,1,yes,1,,,,
NAM2019BBS_MSM,MSM,rds,cd4_ever,pos10,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,cd4_ever,pos10,9,na,NA,,,,
NAM2019BBS_MSM,MSM,rds,cd4_last,pos11,,,,,date of last cd4,,
NAM2019BBS_MSM,MSM,rds,vl_ever,pos13,0,No,0,,ever had a vl test,,
NAM2019BBS_MSM,MSM,rds,vl_ever,pos13,1,yes,1,,,,
NAM2019BBS_MSM,MSM,rds,vl_ever,pos13,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,vl_ever,pos13,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,last_vltest,pos14,,,,,date of last vl test,,
NAM2019BBS_MSM,MSM,rds,last_vlresult,pos15,1,Less than 401 copies/undetectable,1_401,,last vl test result,,
NAM2019BBS_MSM,MSM,rds,last_vlresult,pos15,3,1001-10000,1001_10000,,,,
NAM2019BBS_MSM,MSM,rds,last_vlresult,pos15,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,last_vlresult,pos15,9,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,ever_art,pos18,0,No,0,,ever on art,,
NAM2019BBS_MSM,MSM,rds,ever_art,pos18,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,ever_art,pos18,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,onart,pos20,0,No,0,,currently on art,,
NAM2019BBS_MSM,MSM,rds,onart,pos20,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,onart,pos20,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,circ_status,circum,0,No,0,,,,
NAM2019BBS_MSM,MSM,rds,circ_status,circum,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,circ_status,circum,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,prep_ever,prep2,0,No,0,,,,
NAM2019BBS_MSM,MSM,rds,prep_ever,prep2,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,prep_ever,prep2,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,prep_6mnths,prep3,0,No,0,,in the last 6 mnths have you taken prep,,
NAM2019BBS_MSM,MSM,rds,prep_6mnths,prep3,1,Yes,1,,,,
NAM2019BBS_MSM,MSM,rds,prep_6mnths,prep3,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,0,Yesterday or today,0_1,,when did you last take prep,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,1,2-3 days ago,2_3,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,2,4-7 days ago,4_7,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,3,1-2 weeks ago,8_14,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,4,over 2 weeks ago,15_,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,7,don't know,NA,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,8,refuse to answer,NA,,,,
NAM2019BBS_MSM,MSM,rds,prep_last,prep9,9,NA,NA,,,,
NAM2019BBS_MSM,MSM,rds,inject_ever,inj,0,no,0,,,idu,
NAM2019BBS_MSM,MSM,rds,inject_ever,inj,1,yes,1,,,idu,
NAM2019BBS_MSM,MSM,rds,inject_ever,inj,9,NA,NA,,,idu,
NAM2019BBS_MSM,MSM,rds,inject_6mnths,drugs12,0,,no,,,idu,
NAM2019BBS_MSM,MSM,rds,inject_6mnths,drugs12,9,,NA,,,idu,
NAM2019BBS_MSM,MSM,rds,inject_freq,drugs13,9,,NA,,,,
NAM2019BBS_MSM,MSM,rds,prep_currently,prep8,0,"yes, daily",1,,"do you take prep daily as prescribed, or non-daily as prescribed",,
NAM2019BBS_MSM,MSM,rds,prep_currently,prep8,9,NA,NA,,,,
NAM2019BBS_FSW,FSW,rds,age,age,,,,,,,
NAM2019BBS_FSW,FSW,rds,own_coupon,couponid,,,,,,,
NAM2019BBS_FSW,FSW,rds,old_subject_id,subject_id,,,,,,,
NAM2019BBS_FSW,FSW,rds,network_size,anne_netsz,,,,,,,
NAM2019BBS_FSW,FSW,rds,coupon1,outpon1,,,,,,,
NAM2019BBS_FSW,FSW,rds,coupon2,outpon2,,,,,,,
NAM2019BBS_FSW,FSW,rds,coupon3,outpon3,,,,,,,
NAM2019BBS_FSW,FSW,rds,sex,sex,0,male,0,,,,
NAM2019BBS_FSW,FSW,rds,sex,sex,1,female,1,,,,
NAM2019BBS_FSW,FSW,rds,prep_currently,prep8,0,"yes, daily",1,,,,
NAM2019BBS_FSW,FSW,rds,prep_currently,prep8,1,"yes, non-daily",1,,,,
NAM2019BBS_FSW,FSW,rds,prep_currently,prep8,2,no,0,,,,
NAM2019BBS_FSW,FSW,rds,prep_currently,prep8,9,NA,NA,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,0,Yesterday or today,0_1,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,1,2-3 days ago,2_3,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,2,4-7 days ago,4_7,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,3,1-2 weeks ago,8_14,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,4,over 2 weeks ago,15_,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,7,don't know,NA,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,8,refuse to answer,NA,,,,
NAM2019BBS_FSW,FSW,rds,prep_last,prep9,9,NA,NA,,,,
NAM2019BBS_FSW,FSW,rds,inject_ever,inj,0,no,0,,,idu,
NAM2019BBS_FSW,FSW,rds,inject_ever,inj,1,yes,1,,,idu,
NAM2019BBS_FSW,FSW,rds,inject_ever,inj,9,NA,NA,,,idu,
NAM2019BBS_FSW,FSW,rds,inject_6mnths,drugs12,1,Yes,4,,,idu,
NAM2019BBS_FSW,FSW,rds,inject_6mnths,drugs12,0,,no,,,idu,
NAM2019BBS_FSW,FSW,rds,inject_6mnths,drugs12,9,,NA,,,idu,
NAM2019BBS_FSW,FSW,rds,inject_freq,drugs13,9,,NA,,,,
NAM2019BBS_FSW,FSW,rds,inject_freq,drugs13,1,I didn't inject in past 6 mnths,NA,,,,
NAM2019BBS_FSW,FSW,rds,inject_freq,drugs13,2,monthly or less,0_1,,,,
